tab,comptable,operation,valeur,code,libelle,bank,date,year,month,group,var,value
4,26/05/2014,26/05/2014,26/05/2014,305,VIR CPAM DU BAS-RHIN - STRAS,cmcc,2014-05-26,2014,5,secu,credit,16.32
4,26/05/2014,26/05/2014,26/05/2014,365,TIP ES ENERGIES STRASBOURG,cmcc,2014-05-26,2014,5,charges,debit,-55.89
4,26/05/2014,26/05/2014,26/05/2014,365,TIP ES ENERGIES STRASBOURG,cmcc,2014-05-26,2014,5,charges,debit,-97.85
4,27/05/2014,27/05/2014,27/05/2014,240,CHEQUE 0707952 T062-3878-00111,cmcc,2014-05-27,2014,5,chq-vir,debit,-18
4,27/05/2014,27/05/2014,27/05/2014,240,CHEQUE 0707957 T048-9130-00111,cmcc,2014-05-27,2014,5,chq-vir,debit,-64.5
4,28/05/2014,28/05/2014,28/05/2014,240,CHEQUE 0707959 A074-2362-00111,cmcc,2014-05-28,2014,5,chq-vir,debit,-66.04
4,28/05/2014,28/05/2014,28/05/2014,305,VIR LA PREV. ARTISANALE (RC),cmcc,2014-05-28,2014,5,secu,credit,2.89
4,30/05/2014,30/05/2014,30/05/2014,305,VIR MME ELISABETH PIASNY,cmcc,2014-05-30,2014,5,loyer,credit,438
4,02/06/2014,02/06/2014,02/06/2014,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2014-06-02,2014,6,pension,credit,623.35
4,02/06/2014,02/06/2014,02/06/2014,305,VIR REUNICA,cmcc,2014-06-02,2014,6,pension,credit,25.85
4,05/06/2014,05/06/2014,05/06/2014,350,LOYER BARTHEL HARTMANN,cmcc,2014-06-05,2014,6,loyer,credit,345
4,10/06/2014,10/06/2014,10/06/2014,305,VIR M.OU MME FRANCK MEHL,cmcc,2014-06-10,2014,6,loyer,credit,433
4,10/06/2014,10/06/2014,10/06/2014,305,VIR CAISSE RSI ALSACE PREST,cmcc,2014-06-10,2014,6,pension,credit,113.26
4,10/06/2014,10/06/2014,10/06/2014,305,VIR CAISSE RSI ALSACE PREST,cmcc,2014-06-10,2014,6,pension,credit,377.51
4,12/06/2014,12/06/2014,12/06/2014,240,CHEQUE 0707960 T051-2616-00111,cmcc,2014-06-12,2014,6,chq-vir,debit,-70.46
4,13/06/2014,13/06/2014,01/06/2014,531,REINV 92 PSB AVENIR A 1 EUR,cmcc,2014-06-13,2014,6,charges,debit,-92
4,13/06/2014,13/06/2014,13/06/2014,210,RET 130614 REF01896B00,cmcc,2014-06-13,2014,6,cash,debit,-300
4,13/06/2014,13/06/2014,13/06/2014,240,CHEQUE 0707961 T284-6115-00111,cmcc,2014-06-13,2014,6,chq-vir,debit,-5688
4,13/06/2014,12/06/2014,01/06/2014,541,INTERETS PARTS SOCIALES 2013,cmcc,2014-06-13,2014,6,charges,credit,92.11
4,18/06/2014,18/06/2014,18/06/2014,305,VIR CPAM DU BAS-RHIN - STRAS,cmcc,2014-06-18,2014,6,secu,credit,64
4,23/06/2014,21/06/2014,23/06/2014,250,REM CHQ REF01896R06,cmcc,2014-06-23,2014,6,chq-vir,credit,109.24
4,24/06/2014,24/06/2014,24/06/2014,240,CHEQUE 0707962 A043-5630-00111,cmcc,2014-06-24,2014,6,chq-vir,debit,-142
4,30/06/2014,30/06/2014,30/06/2014,240,CHEQUE 0707963 T081-2442-00111,cmcc,2014-06-30,2014,6,chq-vir,debit,-89.86
4,30/06/2014,30/06/2014,30/06/2014,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2014-06-30,2014,6,pension,credit,623.35
4,01/07/2014,01/07/2014,01/07/2014,305,VIR MME ELISABETH PIASNY,cmcc,2014-07-01,2014,7,loyer,credit,438
4,01/07/2014,01/07/2014,01/07/2014,240,CHEQUE 0707964 A067-5096-00111,cmcc,2014-07-01,2014,7,chq-vir,debit,-60.84
4,01/07/2014,01/07/2014,01/07/2014,350,VIR PORTES OUVERTES,cmcc,2014-07-01,2014,7,libe,debit,-100
4,01/07/2014,01/07/2014,01/07/2014,350,VIR MISSION LEPRE,cmcc,2014-07-01,2014,7,libe,debit,-100
4,01/07/2014,01/07/2014,01/07/2014,305,VIR REUNICA,cmcc,2014-07-01,2014,7,pension,credit,25.85
4,02/07/2014,02/07/2014,02/07/2014,240,CHEQUE 0707965 A019-3026-00111,cmcc,2014-07-02,2014,7,chq-vir,debit,-200
4,02/07/2014,02/07/2014,02/07/2014,6,LOYER,cmcc,2014-07-02,2014,7,loyer,credit,305
4,04/07/2014,01/07/2014,01/07/2014,385,F COTIS CARTE CIRRUS,cmcc,2014-07-04,2014,7,charges,debit,-21.2
3,07/07/2014,07/07/2014,07/07/2014,240,CHEQUE 0707967 T093-9031-00111,cmcc,2014-07-07,2014,7,chq-vir,debit,-251.68
3,07/07/2014,07/07/2014,07/07/2014,350,LOYER BARTHEL HARTMANN,cmcc,2014-07-07,2014,7,loyer,credit,345
3,08/07/2014,08/07/2014,08/07/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-07-08,2014,7,pension,credit,377.51
3,08/07/2014,08/07/2014,08/07/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-07-08,2014,7,pension,credit,113.26
3,09/07/2014,09/07/2014,09/07/2014,240,CHEQUE 0707966 A048-2749-00111,cmcc,2014-07-09,2014,7,chq-vir,debit,-500
3,09/07/2014,09/07/2014,09/07/2014,240,CHEQUE 0707970 I034-5779-00111,cmcc,2014-07-09,2014,7,chq-vir,debit,-100
3,10/07/2014,10/07/2014,10/07/2014,305,VIR M.OU MME FRANCK MEHL,cmcc,2014-07-10,2014,7,loyer,credit,433
3,18/07/2014,18/07/2014,18/07/2014,240,CHEQUE 0707971 T056-2819-00111,cmcc,2014-07-18,2014,7,chq-vir,debit,-82.79
3,21/07/2014,21/07/2014,19/07/2014,871,AURORE 2000 BS3960557,cmcc,2014-07-21,2014,7,charges,debit,-476.38
3,21/07/2014,21/07/2014,21/07/2014,240,CHEQUE 0707969 A029-5898-00111,cmcc,2014-07-21,2014,7,chq-vir,debit,-363.38
3,21/07/2014,19/07/2014,19/07/2014,6,LOYER,cmcc,2014-07-21,2014,7,loyer,credit,305
3,22/07/2014,22/07/2014,22/07/2014,240,CHEQUE 0707968 S099-4687-00111,cmcc,2014-07-22,2014,7,chq-vir,debit,-30
3,24/07/2014,24/07/2014,24/07/2014,240,CHEQUE 0707973 T075-0775-00111,cmcc,2014-07-24,2014,7,chq-vir,debit,-228.96
3,24/07/2014,24/07/2014,24/07/2014,210,RET 240714 REF01896B00,cmcc,2014-07-24,2014,7,cash,debit,-400
3,25/07/2014,25/07/2014,25/07/2014,365,TIP ES ENERGIES STRASBOURG,cmcc,2014-07-25,2014,7,charges,debit,-74.31
3,29/07/2014,29/07/2014,29/07/2014,240,CHEQUE 0707974 A079-9124-00111,cmcc,2014-07-29,2014,7,chq-vir,debit,-72.83
3,29/07/2014,28/07/2014,28/07/2014,244,F ENVOI 1 CHEQUIER(S),cmcc,2014-07-29,2014,7,charges,debit,-0.72
3,31/07/2014,31/07/2014,31/07/2014,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2014-07-31,2014,7,pension,credit,623.35
3,01/08/2014,01/08/2014,01/08/2014,305,VIR MME ELISABETH PIASNY,cmcc,2014-08-01,2014,8,loyer,credit,438
3,01/08/2014,01/08/2014,01/08/2014,240,CHEQUE 0707972 T090-6252-00111,cmcc,2014-08-01,2014,8,chq-vir,debit,-55.05
3,01/08/2014,01/08/2014,01/08/2014,305,VIR REUNICA,cmcc,2014-08-01,2014,8,pension,credit,25.85
3,05/08/2014,05/08/2014,05/08/2014,350,LOYER BARTHEL HARTMANN,cmcc,2014-08-05,2014,8,loyer,credit,345
3,08/08/2014,08/08/2014,08/08/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-08-08,2014,8,pension,credit,377.51
3,08/08/2014,08/08/2014,08/08/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-08-08,2014,8,pension,credit,113.26
3,11/08/2014,11/08/2014,11/08/2014,305,VIR M.OU MME FRANCK MEHL,cmcc,2014-08-11,2014,8,loyer,credit,433
3,12/08/2014,12/08/2014,12/08/2014,305,CHAUFFAGE HARTMANN BARTHEL,cmcc,2014-08-12,2014,8,loyer,credit,286.24
3,14/08/2014,14/08/2014,14/08/2014,240,CHEQUE 0707977 T089-2730-00111,cmcc,2014-08-14,2014,8,chq-vir,debit,-110.15
3,19/08/2014,19/08/2014,19/08/2014,240,CHEQUE 0707975 T079-1039-00111,cmcc,2014-08-19,2014,8,chq-vir,debit,-698.99
3,19/08/2014,19/08/2014,19/08/2014,240,CHEQUE 0786991 A063-9407-00111,cmcc,2014-08-19,2014,8,chq-vir,debit,-117.96
3,22/08/2014,22/08/2014,22/08/2014,6,LOYER 200 EAU,cmcc,2014-08-22,2014,8,loyer,credit,505
3,25/08/2014,25/08/2014,25/08/2014,240,CHEQUE 0707976 A040-9053-00111,cmcc,2014-08-25,2014,8,chq-vir,debit,-126.28
3,27/08/2014,27/08/2014,27/08/2014,240,CHEQUE 0707980 T055-7245-00111,cmcc,2014-08-27,2014,8,chq-vir,debit,-62.93
3,27/08/2014,27/08/2014,27/08/2014,240,CHEQUE 0707979 A088-9902-00111,cmcc,2014-08-27,2014,8,chq-vir,debit,-74.55
3,29/08/2014,29/08/2014,29/08/2014,240,CHEQUE 0707978 T032-6732-00111,cmcc,2014-08-29,2014,8,chq-vir,debit,-93.6
3,01/09/2014,01/09/2014,01/09/2014,305,VIR MME ELISABETH PIASNY,cmcc,2014-09-01,2014,9,loyer,credit,438
3,01/09/2014,01/09/2014,01/09/2014,240,CHEQUE 0786992 T088-7941-00111,cmcc,2014-09-01,2014,9,chq-vir,debit,-390
3,01/09/2014,01/09/2014,01/09/2014,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2014-09-01,2014,9,pension,credit,623.35
3,01/09/2014,01/09/2014,01/09/2014,305,VIR REUNICA,cmcc,2014-09-01,2014,9,pension,credit,25.85
3,01/09/2014,30/08/2014,30/08/2014,210,RET 300814 REF01896B00,cmcc,2014-09-01,2014,9,cash,debit,-400
3,05/09/2014,05/09/2014,05/09/2014,350,LOYER BARTHEL HARTMANN,cmcc,2014-09-05,2014,9,loyer,credit,345
3,08/09/2014,08/09/2014,08/09/2014,365,TIP IMPOT CEL,cmcc,2014-09-08,2014,9,taxe,debit,-1585
3,08/09/2014,08/09/2014,08/09/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-09-08,2014,9,pension,credit,113.26
3,08/09/2014,08/09/2014,08/09/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-09-08,2014,9,pension,credit,377.51
3,08/09/2014,06/09/2014,06/09/2014,6,LOYER 112 EAU,cmcc,2014-09-08,2014,9,loyer,credit,417
3,09/09/2014,09/09/2014,09/09/2014,240,CHEQUE 0707981 A009-5237-00111,cmcc,2014-09-09,2014,9,chq-vir,debit,-209.3
3,09/09/2014,09/09/2014,09/09/2014,240,CHEQUE 0786994 T036-8178-00111,cmcc,2014-09-09,2014,9,chq-vir,debit,-32.84
3,09/09/2014,09/09/2014,09/09/2014,240,CHEQUE 0786993 A090-5554-00111,cmcc,2014-09-09,2014,9,chq-vir,debit,-71
2,10/09/2014,10/09/2014,10/09/2014,305,VIR M.OU MME FRANCK MEHL,cmcc,2014-09-10,2014,9,loyer,credit,433
2,15/09/2014,13/09/2014,15/09/2014,250,REM CHQ REF01896R18,cmcc,2014-09-15,2014,9,chq-vir,credit,164.41
2,23/09/2014,23/09/2014,23/09/2014,305,VIR CPAM DU BAS-RHIN - STRAS,cmcc,2014-09-23,2014,9,secu,credit,79.99
2,24/09/2014,24/09/2014,24/09/2014,240,CHEQUE 0786997 T073-6354-00111,cmcc,2014-09-24,2014,9,chq-vir,debit,-175
2,24/09/2014,24/09/2014,24/09/2014,365,TIP ES ENERGIES STRASBOURG,cmcc,2014-09-24,2014,9,charges,debit,-74.96
2,24/09/2014,24/09/2014,24/09/2014,365,TIP ES ENERGIES STRASBOURG,cmcc,2014-09-24,2014,9,charges,debit,-36.49
2,26/09/2014,26/09/2014,26/09/2014,240,CHEQUE 0786998 T042-3265-00111,cmcc,2014-09-26,2014,9,chq-vir,debit,-1040
2,29/09/2014,29/09/2014,29/09/2014,365,TIP IMPOT CEL,cmcc,2014-09-29,2014,9,taxe,debit,-486
2,29/09/2014,29/09/2014,29/09/2014,365,TIP IMPOT CEL,cmcc,2014-09-29,2014,9,taxe,debit,-21
2,29/09/2014,29/09/2014,29/09/2014,365,TIP IMPOT CEL,cmcc,2014-09-29,2014,9,taxe,debit,-543
2,29/09/2014,29/09/2014,29/09/2014,365,TIP IMPOT CEL,cmcc,2014-09-29,2014,9,taxe,debit,-1098
2,30/09/2014,30/09/2014,30/09/2014,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2014-09-30,2014,9,pension,credit,623.35
2,01/10/2014,01/10/2014,01/10/2014,305,VIR MME ELISABETH PIASNY,cmcc,2014-10-01,2014,10,loyer,credit,438
2,01/10/2014,01/10/2014,01/10/2014,350,VIR PORTES OUVERTES,cmcc,2014-10-01,2014,10,libe,debit,-100
2,01/10/2014,01/10/2014,01/10/2014,350,VIR MISSION LEPRE,cmcc,2014-10-01,2014,10,libe,debit,-100
2,01/10/2014,01/10/2014,01/10/2014,305,VIR REUNICA,cmcc,2014-10-01,2014,10,pension,credit,25.85
2,02/10/2014,02/10/2014,02/10/2014,240,CHEQUE 0786995 A014-6261-00111,cmcc,2014-10-02,2014,10,chq-vir,debit,-500
2,03/10/2014,02/10/2014,01/10/2014,800,F FRAIS DE GESTION 01/07-30/09,cmcc,2014-10-03,2014,10,charges,debit,-3.6
2,06/10/2014,06/10/2014,06/10/2014,350,LOYER BARTHEL HARTMANN,cmcc,2014-10-06,2014,10,loyer,credit,345
2,07/10/2014,07/10/2014,07/10/2014,240,CHEQUE 0786999 T007-0724-00111,cmcc,2014-10-07,2014,10,chq-vir,debit,-62.87
2,07/10/2014,07/10/2014,07/10/2014,240,CHEQUE 0786996 T002-2677-00111,cmcc,2014-10-07,2014,10,chq-vir,debit,-50
2,08/10/2014,08/10/2014,08/10/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-10-08,2014,10,pension,credit,113.26
2,08/10/2014,08/10/2014,08/10/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-10-08,2014,10,pension,credit,377.51
2,09/10/2014,09/10/2014,09/10/2014,240,CHEQUE 0787000 T047-6422-00111,cmcc,2014-10-09,2014,10,chq-vir,debit,-81.12
2,10/10/2014,10/10/2014,10/10/2014,240,CHEQUE 0707982 T015-5682-00111,cmcc,2014-10-10,2014,10,chq-vir,debit,-135
2,10/10/2014,10/10/2014,10/10/2014,305,VIR M.OU MME FRANCK MEHL,cmcc,2014-10-10,2014,10,loyer,credit,433
2,10/10/2014,10/10/2014,10/10/2014,305,VIR LA PREV. ARTISANALE (RC),cmcc,2014-10-10,2014,10,secu,credit,30
2,13/10/2014,11/10/2014,13/10/2014,250,REM CHQ REF01896R18,cmcc,2014-10-13,2014,10,chq-vir,credit,188.41
2,15/10/2014,15/10/2014,15/10/2014,240,CHEQUE 0707983 S072-5296-00111,cmcc,2014-10-15,2014,10,chq-vir,debit,-226.25
2,20/10/2014,20/10/2014,20/10/2014,240,CHEQUE 0787002 J044-4002-00111,cmcc,2014-10-20,2014,10,chq-vir,debit,-53.47
2,20/10/2014,20/10/2014,18/10/2014,871,AURORE 2000 BS3960554,cmcc,2014-10-20,2014,10,charges,debit,-249.48
2,21/10/2014,21/10/2014,21/10/2014,240,CHEQUE 0787001 A078-2887-00111,cmcc,2014-10-21,2014,10,chq-vir,debit,-103
2,22/10/2014,22/10/2014,22/10/2014,6,LOYER WABEALO,cmcc,2014-10-22,2014,10,loyer,credit,305
2,28/10/2014,28/10/2014,28/10/2014,365,TIP IMPOT CEL,cmcc,2014-10-28,2014,10,taxe,debit,-824
2,31/10/2014,31/10/2014,31/10/2014,305,VIR MME ELISABETH PIASNY,cmcc,2014-10-31,2014,10,loyer,credit,438
2,31/10/2014,31/10/2014,31/10/2014,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2014-10-31,2014,10,pension,credit,623.35
2,03/11/2014,03/11/2014,03/11/2014,240,CHEQUE 0787004 T057-6612-00111,cmcc,2014-11-03,2014,11,chq-vir,debit,-1162.5
2,03/11/2014,03/11/2014,03/11/2014,305,VIR REUNICA,cmcc,2014-11-03,2014,11,pension,credit,25.85
2,05/11/2014,05/11/2014,05/11/2014,350,LOYER BARTHEL HARTMANN,cmcc,2014-11-05,2014,11,loyer,credit,345
2,07/11/2014,07/11/2014,07/11/2014,240,CHEQUE 0787006 T035-2196-00111,cmcc,2014-11-07,2014,11,chq-vir,debit,-60.47
2,10/11/2014,10/11/2014,10/11/2014,305,VIR M.OU MME FRANCK MEHL,cmcc,2014-11-10,2014,11,loyer,credit,433
2,10/11/2014,10/11/2014,10/11/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-11-10,2014,11,pension,credit,113.26
2,10/11/2014,10/11/2014,10/11/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-11-10,2014,11,pension,credit,377.51
2,12/11/2014,12/11/2014,12/11/2014,6,LOYER,cmcc,2014-11-12,2014,11,loyer,credit,305
2,12/11/2014,12/11/2014,12/11/2014,210,RET 121114 REF01896B00,cmcc,2014-11-12,2014,11,cash,debit,-400
2,13/11/2014,13/11/2014,13/11/2014,240,CHEQUE 0787003 T036-2643-00111,cmcc,2014-11-13,2014,11,chq-vir,debit,-100
2,14/11/2014,14/11/2014,14/11/2014,240,CHEQUE 0787005 A001-7147-00111,cmcc,2014-11-14,2014,11,chq-vir,debit,-24.15
1,18/11/2014,18/11/2014,18/11/2014,240,CHEQUE 0787007 T052-4648-00111,cmcc,2014-11-18,2014,11,chq-vir,debit,-539.04
1,20/11/2014,20/11/2014,20/11/2014,240,CHEQUE 0787009 J083-8070-00111,cmcc,2014-11-20,2014,11,chq-vir,debit,-35.38
1,26/11/2014,26/11/2014,26/11/2014,365,TIP ES ENERGIES STRASBOURG,cmcc,2014-11-26,2014,11,charges,debit,-91.96
1,26/11/2014,26/11/2014,26/11/2014,365,TIP ES ENERGIES STRASBOURG,cmcc,2014-11-26,2014,11,charges,debit,-42.23
1,01/12/2014,01/12/2014,01/12/2014,305,VIR MME ELISABETH PIASNY,cmcc,2014-12-01,2014,12,loyer,credit,438
1,01/12/2014,01/12/2014,01/12/2014,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2014-12-01,2014,12,pension,credit,623.35
1,01/12/2014,01/12/2014,01/12/2014,365,TIP LDEF ALSACE FRANCHE COMT,cmcc,2014-12-01,2014,12,charges,debit,-435.37
1,01/12/2014,01/12/2014,01/12/2014,305,VIR REUNICA,cmcc,2014-12-01,2014,12,pension,credit,25.85
1,04/12/2014,04/12/2014,04/12/2014,210,RET 041214 REF01896B00,cmcc,2014-12-04,2014,12,cash,debit,-500
1,04/12/2014,04/12/2014,16/12/2014,3,VIR SEPA M HUGO WABEALO,cmcc,2014-12-04,2014,12,libe,debit,-60
1,04/12/2014,04/12/2014,16/12/2014,3,VIR SEPA M THEO WABEALO,cmcc,2014-12-04,2014,12,libe,debit,-60
1,04/12/2014,04/12/2014,16/12/2014,3,VIR SEPA M THIBAUT WABEALO,cmcc,2014-12-04,2014,12,libe,debit,-60
1,04/12/2014,04/12/2014,05/12/2014,250,REM CHQ REF01896R18,cmcc,2014-12-04,2014,12,chq-vir,credit,22.1
1,04/12/2014,04/12/2014,04/12/2014,240,CHEQUE 0787010 T072-6624-00111,cmcc,2014-12-04,2014,12,chq-vir,debit,-100
1,05/12/2014,05/12/2014,05/12/2014,240,CHEQUE 0787015 T064-6171-00111,cmcc,2014-12-05,2014,12,chq-vir,debit,-91.84
1,05/12/2014,05/12/2014,05/12/2014,240,CHEQUE 0787011 T052-4136-00111,cmcc,2014-12-05,2014,12,chq-vir,debit,-60
1,05/12/2014,05/12/2014,05/12/2014,350,LOYER BARTHEL HARTMANN,cmcc,2014-12-05,2014,12,loyer,credit,345
1,08/12/2014,08/12/2014,08/12/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-12-08,2014,12,pension,credit,113.26
1,08/12/2014,08/12/2014,08/12/2014,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2014-12-08,2014,12,pension,credit,377.51
1,10/12/2014,10/12/2014,10/12/2014,305,VIR M.OU MME FRANCK MEHL,cmcc,2014-12-10,2014,12,loyer,credit,433
1,11/12/2014,11/12/2014,11/12/2014,240,CHEQUE 0787014 T046-1568-00111,cmcc,2014-12-11,2014,12,chq-vir,debit,-564.92
1,16/12/2014,16/12/2014,16/12/2014,240,CHEQUE 0787012 T042-7001-00111,cmcc,2014-12-16,2014,12,chq-vir,debit,-15
1,16/12/2014,15/12/2014,15/12/2014,244,F ENVOI 1 CHEQUIER(S),cmcc,2014-12-16,2014,12,charges,debit,-0.72
1,17/12/2014,17/12/2014,17/12/2014,6,LOYER EAU,cmcc,2014-12-17,2014,12,loyer,credit,594
1,18/12/2014,18/12/2014,18/12/2014,240,CHEQUE 0787019 T085-4182-00111,cmcc,2014-12-18,2014,12,chq-vir,debit,-98.68
1,18/12/2014,18/12/2014,18/12/2014,240,CHEQUE 0787013 A068-7892-00111,cmcc,2014-12-18,2014,12,chq-vir,debit,-41.28
1,23/12/2014,23/12/2014,23/12/2014,240,CHEQUE 0787020 T081-1474-00111,cmcc,2014-12-23,2014,12,chq-vir,debit,-231.24
1,23/12/2014,22/12/2014,22/12/2014,244,F ENVOI 1 CHEQUIER(S),cmcc,2014-12-23,2014,12,charges,debit,-0.72
1,24/12/2014,24/12/2014,24/12/2014,240,CHEQUE 0787018 B098-3457-00111,cmcc,2014-12-24,2014,12,chq-vir,debit,-59.9
1,24/12/2014,24/12/2014,24/12/2014,305,VIR LA PREV. ARTISANALE (RC),cmcc,2014-12-24,2014,12,secu,credit,30
1,29/12/2014,29/12/2014,29/12/2014,240,CHEQUE 0880791 T005-2416-00111,cmcc,2014-12-29,2014,12,chq-vir,debit,-160
1,30/12/2014,30/12/2014,30/12/2014,240,CHEQUE 0880792 A072-1478-00111,cmcc,2014-12-30,2014,12,chq-vir,debit,-113
1,Solde CRÉDITEUR au 31/12/2014 :,,,,Solde CRÉDITEUR au 31/12/2014 :,cmcc,2014-12-31,2014,12,solde,solde,10084.21
1,31/12/2014,31/12/2014,31/12/2014,305,VIR MME ELISABETH PIASNY,cmcc,2014-12-31,2014,12,loyer,credit,438
1,31/12/2014,31/12/2014,31/12/2014,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2014-12-31,2014,12,pension,credit,623.35
6,02/01/2015,02/01/2015,02/01/2015,305,VIR REUNICA,cmcc,2015-01-02,2015,1,pension,credit,25.85
6,02/01/2015,01/01/2015,01/01/2015,13,VIR PORTES OUVERTES,cmcc,2015-01-02,2015,1,libe,debit,-100
6,02/01/2015,01/01/2015,01/01/2015,13,VIR MISSION LEPRE,cmcc,2015-01-02,2015,1,libe,debit,-100
6,02/01/2015,02/01/2015,02/01/2015,240,CHEQUE 0787017 T037-5959-00111,cmcc,2015-01-02,2015,1,chq-vir,debit,-30
6,Solde CRÉDITEUR au 02/01/2015 :,,,,Solde CRÉDITEUR au 02/01/2015 :,cmcc,2015-01-02,2015,1,solde,credit,10084.21
6,05/01/2015,05/01/2015,05/01/2015,350,LOYER BARTHEL HARTMANN,cmcc,2015-01-05,2015,1,loyer,credit,345
6,06/01/2015,02/01/2015,01/01/2015,800,F FRAIS DE GESTION 01/10-31/12,cmcc,2015-01-06,2015,1,charges,debit,-3.6
6,08/01/2015,08/01/2015,08/01/2015,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2015-01-08,2015,1,pension,credit,113.26
6,08/01/2015,08/01/2015,08/01/2015,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2015-01-08,2015,1,pension,credit,377.51
6,09/01/2015,09/01/2015,09/01/2015,240,CHEQUE 0880793 J045-5607-00111,cmcc,2015-01-09,2015,1,chq-vir,debit,-45.8
6,09/01/2015,09/01/2015,09/01/2015,210,RET 090115 REF01896B00,cmcc,2015-01-09,2015,1,cash,debit,-400
6,12/01/2015,12/01/2015,12/01/2015,305,VIR M.OU MME FRANCK MEHL,cmcc,2015-01-12,2015,1,loyer,credit,433
6,15/01/2015,15/01/2015,15/01/2015,240,CHEQUE 0787022 T076-4627-00111,cmcc,2015-01-15,2015,1,chq-vir,debit,-50
6,16/01/2015,16/01/2015,16/01/2015,305,VIR LA PREV. ARTISANALE (RC),cmcc,2015-01-16,2015,1,secu,credit,12.05
6,19/01/2015,19/01/2015,19/01/2015,240,CHEQUE 0880794 T069-7361-00111,cmcc,2015-01-19,2015,1,chq-vir,debit,-318.51
6,21/01/2015,21/01/2015,21/01/2015,210,RET 210115 REF01896B00,cmcc,2015-01-21,2015,1,cash,debit,-400
6,23/01/2015,23/01/2015,23/01/2015,305,VIR CPAM DU BAS-RHIN - STRAS,cmcc,2015-01-23,2015,1,secu,credit,49.5
6,23/01/2015,23/01/2015,23/01/2015,365,TIP ES ENERGIES STRASBOURG,cmcc,2015-01-23,2015,1,charges,debit,-38.34
6,23/01/2015,23/01/2015,23/01/2015,365,TIP ES ENERGIES STRASBOURG,cmcc,2015-01-23,2015,1,charges,debit,-113.46
6,26/01/2015,26/01/2015,26/01/2015,240,CHEQUE 0880796 T088-0479-00111,cmcc,2015-01-26,2015,1,chq-vir,debit,-120
6,27/01/2015,27/01/2015,27/01/2015,240,CHEQUE 0787023 A066-7091-00111,cmcc,2015-01-27,2015,1,chq-vir,debit,-62.26
6,30/01/2015,30/01/2015,30/01/2015,305,VIR MME ELISABETH PIASNY,cmcc,2015-01-30,2015,1,loyer,credit,438
6,30/01/2015,30/01/2015,30/01/2015,240,CHEQUE 0880799 A089-8458-00599,cmcc,2015-01-30,2015,1,chq-vir,debit,-30
6,30/01/2015,30/01/2015,30/01/2015,6,LOYER WABEALO,cmcc,2015-01-30,2015,1,loyer,credit,610
6,02/02/2015,02/02/2015,02/02/2015,305,VIR CAISSE D ASSURANCE RETRA,cmcc,2015-02-02,2015,2,pension,credit,623.35
6,02/02/2015,02/02/2015,02/02/2015,305,VIR AG2R REUNICA,cmcc,2015-02-02,2015,2,pension,credit,25.85
6,03/02/2015,03/02/2015,03/02/2015,240,CHEQUE 0880795 T089-6190-00111,cmcc,2015-02-03,2015,2,chq-vir,debit,-180
6,03/02/2015,02/02/2015,31/01/2015,840,DROITS DE GARDE,cmcc,2015-02-03,2015,2,charges,debit,-7.95
6,04/02/2015,04/02/2015,04/02/2015,240,CHEQUE 0880800 T093-4185-00111,cmcc,2015-02-04,2015,2,chq-vir,debit,-98.87
6,05/02/2015,05/02/2015,05/02/2015,240,CHEQUE 0880798 S067-1099-00111,cmcc,2015-02-05,2015,2,chq-vir,debit,-14.17
6,05/02/2015,05/02/2015,05/02/2015,350,LOYER BARTHEL HARTMANN,cmcc,2015-02-05,2015,2,loyer,credit,345
5,09/02/2015,09/02/2015,09/02/2015,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2015-02-09,2015,2,pension,credit,377.51
6,09/02/2015,09/02/2015,09/02/2015,305,VIR CAISSE RSI ALSACE PRESTA,cmcc,2015-02-09,2015,2,pension,credit,113.26
5,10/02/2015,10/02/2015,10/02/2015,305,VIR M.OU MME FRANCK MEHL,cmcc,2015-02-10,2015,2,loyer,credit,433
5,10/02/2015,10/02/2015,10/02/2015,240,CHEQUE 0880801 A012-5641-00111,cmcc,2015-02-10,2015,2,chq-vir,debit,-39
